fileName,Max Dep Ref,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
andy_zipper_000_1_1.pst.81.xls,DD-ENA:F500,4,0,4,0
tracy_geaccone_000_1_1.pst.198.xls,EREC-EREC4:E33,86,0,86,0
joe_parks_000_1_1.pst.121.xls,Permian Matrix:A186,178,0,177,1
john_griffith_000_1_1.pst.26.xls,Sheet1:E11,5,1,5,1
cooper_richey_000_1_1.pst.30.xls,DATA:F1556,2,0,1,0
andy_zipper_000_1_1.pst.73.xls,DD-ENA:F500,4,0,4,0
jonathan_mckay_000_1_1.pst.113.xls,Normals:C3,1,1,1,1
mike_grigsby_000_1_1_1.pst.108.xls,Power Curve:J5,112,1,66,1
benjamin_rogers_001_1_1.pst.34.xls,Wheatland:Z66,45,0,45,0
larry_may_000_1_1.pst.311.xls,WEST GAMMA:CY2,0,0,0,0
robin_rodrigue_000_1_1.pst.133.xls,swap_model:B9,17,0,13,0
matthew_lenhart_001_1_1.pst.96.xls,OP.Power Desk Daily Price:B7,3,0,3,0
gerald_nemec_000_1_1.pst.11.xls,Cash Flows:B12,3037,27,3037,28
vkaminski_000_1_1_1.pst.281.xls,Expiration Dates:F9,5,0,3,0
vkaminski_000_1_1_1.pst.176.xls,ALUMINUM_S:B3288,7,0,5,0
jane_tholt_000_1_1.pst.18.xls,Assign To West Contracts:CI10,84,1,77,1
don_baughman_000_1_1.pst.147.xls,Sheet1:C20,37,1,21,1
darron_c_giron_000_1_1_1.pst.165.xls,Run Query:D25,1,0,1,0
andy_zipper_000_1_1.pst.65.xls,DD-ENA:F500,4,0,4,0
benjamin_rogers_001_1_1.pst.50.xls,Debt:E160,1154,10,1133,10
stacey_white_000_1_1.pst.300.xls,BRA Power:A6,28,0,27,1
lindy_donoho_000_1_1_1.pst.142.xls,WOT by Month thru 2010:H32,225,1,216,1
darron_c_giron_002_1_1_1.pst.149.xls,Christopher-Custodial:E6,79,0,78,0
benjamin_rogers_000_1_1.pst.57.xls,Gas Curves:BV2,0,0,0,0
andy_zipper_000_1_1.pst.88.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,4,0
vkaminski_001_1_2_1.pst.36.xls,RMPM-Whole:I12,469,3,466,3
cooper_richey_000_1_1.pst.29.xls,Results:K5551,2,0,1,0
don_baughman_000_1_1.pst.178.xls,Sheet1:C20,37,1,21,1
kevin_presto_000_1_1.pst.17.xls,CALC:C104,1,0,1,0
keith_holst_000_1_1.pst.68.xls,Data WEI:B2,2,0,2,0
tracy_geaccone_000_1_1.pst.151.xls,Trackers:D61,958,9,947,10
robin_rodrigue_000_1_1.pst.148.xls,Sheet12:R936,3,0,2,0
harry_arora_000_1_1.pst.14.xls,Gas Curves:BV2,0,0,0,0
vkaminski_001_1_2_1.pst.130.xls,Expiration Dates:F9,5,0,3,0
don_baughman_000_1_1.pst.140.xls,Sheet1:C20,37,0,21,0
jonathan_mckay_000_1_1.pst.11.xls,TETCO_TRANSCO:Y86,270,1,270,1
john_arnold_000_1_2.pst.327.xls,F Trades:I22,4,0,4,0
david_delainey_000_1_1_1.pst.3.xls,Income:E4,868,6,867,6
bill_williams_iii_000_1_1.pst.68.xls,22:H6,38,0,37,0
benjamin_rogers_000_1_1.pst.25.xls,Kevin Forecast:E757,1,0,1,0
joe_quenet_000_1_1.pst.17.xls,DATA:F1380,2,0,1,0
mike_grigsby_000_1_1_1.pst.261.xls,Months:F4,4,0,4,0
chris_dorland_000_1_1_1.pst.47.xls,SWAP MODEL:I2,35,0,31,0
benjamin_rogers_000_1_1.pst.42.xls,Kevin Forecast:E757,1,0,1,0
tracy_geaccone_000_1_1.pst.417.xls,Detail:T1,258,3,233,3
sally_beck_002_1_1_1.pst.5.xls,Calculation:X20,2,0,1,0
jonathan_mckay_000_1_1.pst.26.xls,TETCO_TRANSCO:F38,729,4,729,4
benjamin_rogers_001_1_1.pst.155.xls,Maine Thermal:D100,469,4,469,5
don_baughman_000_1_1.pst.186.xls,Sheet1:C20,37,1,21,1
tracy_geaccone_000_1_1.pst.264.xls,Trackers:D45,745,7,735,7
vkaminski_000_1_1_1.pst.26.xls,Analysis:B4,22,0,16,0
jeff_dasovich_000_1_1_1.pst.116.xls,Curves:B10,43,0,41,0
don_baughman_000_1_1.pst.100.xls,Sheet1:C20,37,0,21,0
don_baughman_000_1_1.pst.194.xls,Sheet1:C20,37,0,21,0
louise_kitchen_000_1_1_1_1.pst.254.xls,Cost Cancel Details:C58,335,3,335,3
chris_germany_000_1_2.pst.1111.xls,Chg vs FOM 03-24-00:BT499,0,0,0,0
eric_saibi_000_1_1.pst.598.xls,ERCOT MCP BY INTERVAL:L14,14,0,7,0
don_baughman_000_1_1.pst.205.xls,Individual trades:C104,34,0,16,0
robin_rodrigue_000_1_1.pst.15.xls,Detail:J4400,1,1,1,1
daren_farmer_000_1_1.pst.284.xls,Jan 01 trial:AW14,13,0,13,0
vkaminski_000_1_1_1.pst.257.xls,T09252000.factors:J880,8,0,2,0
andy_zipper_000_1_1.pst.142.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,4,0
mary_fischer_000_1_1.pst.114.xls,Feb 2002:A9,44,1,36,1
robin_rodrigue_000_1_1.pst.157.xls,Detail:J4400,1,0,1,0
don_baughman_000_1_1.pst.132.xls,Sheet1:C20,37,0,21,0
mike_swerzbin_000_1_1.pst.4.xls,GcDDisch_UsgsUsace1029_0901:A25335,1,0,1,0
dutch_quigley_000_1_1.pst.200.xls,Position:Z2,49,1,26,1
robin_rodrigue_000_1_1.pst.270.xls,Sheet9:R936,3,0,2,0
joe_stepenovitch_000_1_1.pst.25.xls,Results:K5551,2,0,1,0
vkaminski_000_1_1_1.pst.2.xls,Curves:BR327,0,0,0,0
daren_farmer_000_1_1.pst.102.xls,Jan 01 trial:AW14,13,0,13,0
elizabeth_sager_000_1_1.pst.103.xls,Top Exposure (2):F500,5,0,3,0
vkaminski_001_1_2_1.pst.131.xls,Expiration Dates:F9,5,0,3,0
jane_tholt_000_1_1.pst.19.xls,Assign To West Contracts:CI10,84,1,77,1
don_baughman_000_1_1.pst.180.xls,Sheet1:C20,37,0,21,0
chris_germany_000_1_2.pst.1062.xls,Sheet2:K231,127,1,126,1
benjamin_rogers_001_1_1.pst.109.xls,Stratus Report:A15,109,1,109,1
benjamin_rogers_000_1_1.pst.7.xls,SPREADS:AC12,29,0,23,0
andy_zipper_000_1_1.pst.64.xls,DD-ENA:F500,4,0,4,0
benjamin_rogers_001_1_1.pst.222.xls,Debt:E160,1154,11,1133,11
benjamin_rogers_000_1_1.pst.11.xls,STRIPS:W25,85,1,85,1
jim_schwieger_000_1_1.pst.100.xls,NYMEX-PR:A1536,5,0,5,0
darron_c_giron_002_1_1_1.pst.143.xls,Darron:E5,205,2,205,2
matthew_lenhart_001_1_1.pst.158.xls,OP.Power Desk Daily Price:B7,3,0,3,0
joe_parks_000_1_1.pst.218.xls,Jan 01 trial:AW14,13,0,13,0
larry_may_000_1_1.pst.302.xls,WEST GAMMA:CY2,0,0,0,0
vkaminski_000_1_1_1.pst.175.xls,NICKEL:B3288,7,0,5,0
mike_grigsby_000_1_1_1.pst.133.xls,Months:F4,4,0,4,0
andy_zipper_000_1_1.pst.111.xls,Deal Detail:B9,1,0,1,0
andy_zipper_000_1_1.pst.82.xls,Sheet1:C16,26,0,25,0
chris_germany_000_1_2.pst.1044.xls,Sheet2:K288,127,1,126,1
darrell_schoolcraft_000_1_1_1.pst.700.xls,USGT 500616:G12,41,0,41,0
joe_parks_000_1_1.pst.120.xls,Tx Gulf Matrix:A181,176,1,88,1
john_arnold_000_1_2.pst.135.xls,Data-Apr-Sep:C6,3,0,3,0
benjamin_rogers_001_1_1.pst.115.xls,Stratus Report:A15,109,0,109,0
benjamin_rogers_000_1_1.pst.170.xls,Sky River:C60,240,2,239,2
vladi_pimenov_000_1_1.pst.60.xls,Raw Data:CU4,8,0,4,0
don_baughman_000_1_1.pst.195.xls,Sheet1:C20,37,0,21,0
mike_grigsby_000_1_1_1.pst.188.xls,Months:F4,4,0,4,0
chris_germany_000_1_2.pst.161.xls,gatherco:J3,104,1,104,1
jeff_dasovich_000_1_1_1.pst.115.xls,Curves:B10,43,0,42,0
matthew_lenhart_001_1_1.pst.164.xls,OP.Power Desk Daily Price:B7,3,0,3,0
tori_kuykendall_000_1_1_1.pst.122.xls,Sheet1:C1,19,0,19,0
daren_farmer_000_1_1.pst.110.xls,Jan 01 trial:AW14,13,0,13,0
louise_kitchen_000_1_1_1_1.pst.1.xls,Cost Cancel Details:C58,335,4,335,4
andy_zipper_000_1_1.pst.58.xls,DD-ENA:F500,4,0,4,0
larry_campbell_000_1_1.pst.381.xls,Sheet1:E671,3,0,3,0
tracy_geaccone_000_1_1.pst.152.xls,Trackers:D45,745,8,735,8
don_baughman_000_1_1.pst.179.xls,Sheet1:C20,37,0,21,0
phillip_allen_000_1_1.pst.134.xls,UCost Final:Q8,1670,15,1666,16
chris_germany_000_1_2.pst.1059.xls,Sheet2:K602,127,1,126,1
vkaminski_000_1_1_1.pst.169.xls,MG Credit:H10,19,0,2,0
jonathan_mckay_000_1_1.pst.25.xls,TETCO_TRANSCO:F38,729,4,729,4
phillip_allen_000_1_1.pst.102.xls,Power Curve:J5,102,0,58,0
richard_ring_000_1_1.pst.95.xls,Commercial Energy Services:K49,5,0,5,0
don_baughman_000_1_1.pst.185.xls,Sheet1:C20,37,0,21,0
louise_kitchen_000_1_1_1_1.pst.255.xls,Cost Cancel Details:C58,335,3,335,4
peter_keavey_000_1_1.pst.21.xls,Realized Vol:A1422,1,0,1,0
benjamin_rogers_000_1_1.pst.191.xls,CCFMODEL:H10,2365,28,2362,29
errol_mclaughlin_jr_000_1_1.pst.136.xls,Gas Swap Model:B10,69,0,69,0
kam_keiser_000_1_1.pst.16.xls,LongTerm73:D22,90,1,89,1
kevin_ruscitti_000_1_1.pst.152.xls,03-15-00AM:BT499,0,0,0,0
harry_arora_000_1_1.pst.121.xls,vol data:N28,3,0,2,0
chris_germany_000_1_2.pst.1112.xls,April EPA Vols:K336,16,0,16,0
mike_grigsby_000_1_1_1.pst.251.xls,Months:F4,4,0,4,0
tracy_geaccone_000_1_1.pst.239.xls,Trackers:D45,745,8,735,8
frank_ermis_000_1_1.pst.180.xls,Months:F4,4,0,4,0
chris_germany_000_1_2.pst.1172.xls,April  12:B2,159,2,158,2
gstorey_000_1_1.pst.111.xls,king 80-15-5:E2,236,1,236,1
tori_kuykendall_000_1_1_1.pst.12.xls,GDA:K23,36,0,36,0
teb_lokey_000_1_1.pst.20.xls,YR_REV:D140,187,1,187,1
richard_ring_000_1_1.pst.176.xls,Commercial Energy Services:K49,5,0,5,0
daren_farmer_001_1_1.pst.1195.xls,Dec:B4,41,0,41,0
andy_zipper_000_1_1.pst.97.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,4,0
jim_schwieger_000_1_1.pst.110.xls,Sheet2:J5,2325,28,2325,29
robin_rodrigue_001_1_1.pst.3.xls,Sheet12:R936,3,0,2,0
don_baughman_000_1_1.pst.131.xls,Sheet1:C20,37,1,21,1
dutch_quigley_000_1_1.pst.201.xls,Position:Z2,49,0,26,0
jane_tholt_000_1_1.pst.191.xls,Summary:B185,40,0,40,0
john_griffith_000_1_1.pst.187.xls,Transco Z3:F3,46,0,44,0
vkaminski_003_1_1_1.pst.21.xls,VAR:A4601,12,1,6,1
daren_farmer_000_1_1.pst.103.xls,Jan 01 trial:AW14,13,0,13,0
stacey_white_000_1_1.pst.249.xls,OP.Power Desk Daily Price:B7,3,0,3,0
larry_may_000_1_1.pst.312.xls,DATA:B3,1,0,1,0
vkaminski_000_1_1_1.pst.258.xls,R11_logs:BM389,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.238.xls,Cost Cancel Details:C58,335,4,335,4
vkaminski_002_1_1_1.pst.275.xls,Calculations:AR2,0,0,0,0
vkaminski_000_1_1_1.pst.212.xls,w5000:B361,63,1,54,1
vkaminski_000_1_1_1.pst.255.xls,factors2:I2545,8,0,1,0
benjamin_rogers_001_1_1.pst.134.xls,DPL Prices for Summer:U165,4,0,4,0
john_griffith_000_1_1.pst.516.xls,Sheet1:B2473,5,0,5,0
robin_rodrigue_000_1_1.pst.151.xls,Sheet14:R3752,3,0,2,0
holden_salisbury_000_1_1.pst.33.xls,UAMPS:M5741,4,0,4,0
benjamin_rogers_000_1_1.pst.171.xls,BaseLoad:B1,2,0,2,0
joe_parks_000_1_1.pst.227.xls,Jan 01 trial:AW14,13,0,13,0
don_baughman_000_1_1.pst.181.xls,Sheet1:C20,37,0,21,0
darron_c_giron_002_1_1_1.pst.167.xls,Cash Flow:F5,725,4,725,4
stacey_white_000_1_1.pst.139.xls,Var. Rpt EPMI:H51,12,0,11,0
jonathan_mckay_000_1_1.pst.13.xls,TETCO_TRANSCO:Y86,270,2,270,2
john_griffith_000_1_1.pst.184.xls,Transco Z3:F3,46,0,44,0
scott_neal_000_1_1.pst.192.xls,Weather:L12418,30,0,27,0
don_baughman_000_1_1.pst.129.xls,Sheet1:C20,37,0,21,0
robin_rodrigue_000_1_1.pst.166.xls,Detail:J4400,1,0,1,0
don_baughman_000_1_1.pst.149.xls,Sheet1:C20,37,0,21,0
andy_zipper_000_1_1.pst.75.xls,DD-ENA:F500,4,0,4,0
vkaminski_000_1_1_1.pst.27.xls,Distributions:D5,11,0,10,0
andy_zipper_000_1_1.pst.59.xls,DD-ENA:F500,4,0,4,0
andy_zipper_000_1_1.pst.120.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,4,0
benjamin_rogers_000_1_1.pst.139.xls,Debt:B58,638,7,635,7
don_baughman_000_1_1.pst.196.xls,8-1:C20,37,1,21,1
andy_zipper_000_1_1.pst.16.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,4,0
michelle_lokay_000_1_2_1.pst.368.xls,PNM 500617:H12,35,0,32,0
vkaminski_000_1_1_1.pst.278.xls,READDATA:AD6,0,0,0,0
john_arnold_000_1_2.pst.108.xls,F Trades:I22,4,0,4,0
benjamin_rogers_000_1_1.pst.143.xls,Depreciation:Z46,345,3,345,3
rick_buy_000_1_1_1_1.pst.186.xls,DefaultProbs:H96,14,0,4,0
daren_farmer_000_1_1.pst.387.xls,Jan 01 trial:AW14,13,0,13,0
mike_carson_000_1_1.pst.42.xls,Results:K5551,2,0,1,0
jeff_dasovich_000_1_1_1.pst.44.xls,SUMMARY:D2,3,0,3,0
jane_tholt_000_1_1.pst.16.xls,Assign To West Contracts:CI10,84,1,77,1
joe_quenet_000_1_1.pst.18.xls,Results:K5551,2,0,1,0
chris_germany_000_1_2.pst.1063.xls,Sheet2:K231,127,1,126,1
vladi_pimenov_000_1_1.pst.61.xls,Raw Data:CU4,8,0,4,0
john_forney_000_1_1.pst.59.xls,ERCOT MCP BY INTERVAL:L14,14,0,7,0
vkaminski_001_1_2_1.pst.160.xls,Escalation:A20,14,0,14,0
paul_y'barbo_000_1_1.pst.64.xls,76%:D2,1774,8,1774,9
stacey_white_000_1_1.pst.305.xls,BRA Power:A6,28,1,27,1
don_baughman_000_1_1.pst.141.xls,Sheet1:C20,37,1,21,1
sally_beck_000_1_1_1_1.pst.577.xls,C4-SWAPS:C2679,18,1,15,1
john_griffith_000_1_1.pst.846.xls,Swaps:C1086,132,1,110,1
john_lavorato_001_1_1_1.pst.82.xls,Cost Cancel Details:C18,335,3,335,3
vkaminski_000_1_1_1.pst.127.xls,NG:A255,16,0,14,0
mary_fischer_000_1_1.pst.116.xls,Feb 2002:A9,44,1,36,1
darron_c_giron_000_1_1_1.pst.276.xls,PRD Location_Def:K3439,2,0,2,0
andy_zipper_000_1_1.pst.87.xls,TRANSACTIONSUMMARYREPORT -1:N4780,4,0,4,0
mike_grigsby_000_1_1_1.pst.146.xls,Months:F4,4,0,4,0
craig_dean_000_1_1.pst.124.xls,Interval Data:A9177,3,0,1,0
mary_hain_000_1_1.pst.160.xls,CALC:I17,21,0,21,0
don_baughman_000_1_1.pst.134.xls,Sheet1:C20,37,0,21,0
tracy_geaccone_000_1_1.pst.238.xls,CASHFLOW:D318,289,3,289,3
mike_grigsby_000_1_1_1.pst.189.xls,Months:F4,4,0,4,0
daren_farmer_000_1_1.pst.100.xls,Jan 01 trial:AW14,13,0,13,0
don_baughman_000_1_1.pst.177.xls,Sheet1:C20,37,1,21,1
joe_parks_000_1_1.pst.5.xls,GasDaily:C34,78,0,72,0
brad_mckay_000_1_1.pst.0.xls,Weather:L12418,30,0,27,0
vladi_pimenov_000_1_1.pst.6.xls,ANRHistorical:A1,81,0,81,1
stacey_white_000_1_1.pst.252.xls,BRA Power:A6,28,0,27,0
chris_germany_000_1_2.pst.166.xls,gatherco:J3,105,1,105,1
lindy_donoho_000_1_1_1.pst.17.xls,WOT by Month thru 2010:H32,225,1,216,1
jim_schwieger_000_1_1.pst.111.xls,Module2:BI1214,3,0,3,0
andy_zipper_000_1_1.pst.23.xls,Deal Detail:A9,1,0,1,0
mark_taylor_001_1_1.pst.120.xls,NY:J88,179,1,178,1
jay_reitmeyer_000_1_1.pst.201.xls,Sheet1:A25,88,1,1,1
jonathan_mckay_000_1_1.pst.28.xls,TETCO_TRANSCO:F38,729,5,729,6
mary_fischer_000_1_1.pst.101.xls,Feb 2002:A9,44,1,36,1
andy_zipper_000_1_1.pst.66.xls,DD-ENA:F500,4,0,4,0
gstorey_000_1_1.pst.15.xls,ANR Willow:A138,1,0,1,0
louise_kitchen_000_1_1_1_1.pst.237.xls,Cost Cancel Details:C58,335,4,335,4
gstorey_000_1_1.pst.108.xls,Curves:X13,49,0,46,0
chris_germany_000_1_1_1.pst.96.xls,Total Reqs:J69,251,2,251,2
tracy_geaccone_000_1_1.pst.266.xls,CASHFLOW:H315,289,3,289,3
andy_zipper_000_1_1.pst.72.xls,DD-ENA:F500,4,0,4,0
vkaminski_000_1_1_1.pst.182.xls,DATABASE:F5076,2,0,1,0
robin_rodrigue_000_1_1.pst.266.xls,Sheet8:S2791,3,0,2,0
robin_rodrigue_000_1_1.pst.13.xls,Detail:J4400,1,0,1,0
benjamin_rogers_001_1_1.pst.52.xls,Wheatland:Z66,45,1,45,1
errol_mclaughlin_jr_000_1_1.pst.137.xls,EO9904.1 floor:F3,47,0,46,0
tori_kuykendall_000_1_1_1.pst.0.xls,Sheet1:C1,19,0,19,0
phillip_allen_000_1_1.pst.253.xls,Power Curve:J5,102,1,58,1
jonathan_mckay_000_1_1.pst.12.xls,TETCO_TRANSCO:Y86,270,1,270,1
john_forney_000_1_1.pst.58.xls,ERCOT MCP BY INTERVAL:L14,14,0,7,0
lindy_donoho_000_1_1_1.pst.15.xls,WOT by Month thru 2010:H32,225,1,216,2
john_griffith_000_1_1.pst.185.xls,MAIN:S22,441,3,441,4
louise_kitchen_000_1_1_1_1.pst.242.xls,Cost Cancel Details:C58,335,7,335,7
jeff_dasovich_000_1_1_1.pst.138.xls,SCE Assessment:C44,2002,17,1990,18
tori_kuykendall_000_1_1_1.pst.15.xls,Sheet1:C1,19,0,19,0
andy_zipper_000_1_1.pst.74.xls,DD-ENA:F500,4,0,4,0
vkaminski_000_1_1_1.pst.256.xls,factors_mod:H1042,8,0,2,0
kevin_ruscitti_000_1_1.pst.49.xls,Swap:A8,29,0,29,0
louise_kitchen_001_1_1_1.pst.374.xls,West Power Origination:M21,23,0,22,0
phillip_m_love_001_1_1.pst.209.xls,LongTerm3:D22,89,1,88,1
mike_grigsby_000_1_1_1.pst.247.xls,Months:F4,4,0,4,0
phillip_allen_000_1_1.pst.132.xls,UCost Final:Q8,1670,16,1666,17
john_griffith_000_1_1.pst.322.xls,Gas Swap Model:F3,45,0,44,0
daren_farmer_000_1_1.pst.388.xls,Jan 01 trial:AW14,13,0,13,0
tori_kuykendall_000_1_1_1.pst.106.xls,Sheet1:C1,19,0,19,0
don_baughman_000_1_1.pst.182.xls,Sheet1:C20,37,0,21,0
richard_shapiro_000_1_1.pst.140.xls,Gas Swap Model:B10,69,0,69,1
david_delainey_000_1_1_1.pst.4.xls,Income:E7,868,7,867,8
lisa_gang_000_1_1.pst.136.xls,Dec LOAD FORECAST:F500,95,1,58,1
don_baughman_000_1_1.pst.148.xls,Sheet1:C20,37,0,21,0
joe_parks_000_1_1.pst.119.xls,E TX Matrix:A182,178,1,89,1
sally_beck_002_1_1_1.pst.3.xls,Calculation:X20,2,0,1,0
bill_williams_iii_000_1_1.pst.56.xls,Sheet1:C58,37,0,21,0
vladi_pimenov_000_1_1.pst.57.xls,Raw Data:CU4,8,0,4,0
andy_zipper_000_1_1.pst.80.xls,DD-ENA:F500,4,0,4,0
john_griffith_000_1_1.pst.200.xls,NP1265.2:F3,45,0,44,0
james_steffes_000_1_1.pst.221.xls,ANZA LOAD_LOSSES:E5685,6,0,6,0
chris_dorland_000_1_1_1.pst.59.xls,Jan01:C62,84,1,82,1
monika_causholli_000_1_1.pst.60.xls,Sheet1:AD6,0,0,0,0
andy_zipper_000_1_1.pst.18.xls,Deal Detail:A9,1,0,1,0
jeff_dasovich_000_1_1_1.pst.117.xls,PeakMonthlyAvg:B14,60,1,60,1
don_baughman_000_1_1.pst.133.xls,Sheet1:C20,37,0,21,0
vkaminski_001_1_2_1.pst.39.xls,Equity:K12,22,1,22,1
mike_grigsby_000_1_1_1.pst.147.xls,Months:F4,4,0,4,0
joe_parks_000_1_1.pst.6.xls,GasDaily:C34,78,0,72,0
daren_farmer_000_1_1.pst.101.xls,Jan 01 trial:AW14,13,0,13,0
matthew_lenhart_000_1_1.pst.19.xls,Power Curve:J5,109,1,66,1
don_baughman_000_1_1.pst.176.xls,Sheet1:C20,37,0,21,0
jim_schwieger_000_1_1.pst.71.xls,NYMEX-PR:A1536,5,0,5,0
vkaminski_000_1_1_1.pst.313.xls,READDATA:AD6,0,0,0,0
vkaminski_001_1_2_1.pst.161.xls,Escalation:A20,19,0,19,0
kevin_ruscitti_000_1_1.pst.100.xls,Mar Actuals:BT499,0,0,0,0
phillip_m_love_000_1_1.pst.681.xls,m1:C12,838,5,838,5
benjamin_rogers_000_1_1.pst.18.xls,STRIPS:W25,85,0,85,0
louise_kitchen_000_1_1_1_1.pst.257.xls,Cost Cancel Details:C58,335,3,335,3
mike_grigsby_000_1_1_1.pst.260.xls,Months:F4,4,0,4,0
jonathan_mckay_000_1_1.pst.27.xls,TETCO_TRANSCO:F38,729,4,729,5
jim_schwieger_000_1_1.pst.112.xls,Module2:BQ1974,3,0,3,0
chris_germany_000_1_2.pst.1057.xls,Sheet2:K602,127,1,126,1
andy_zipper_000_1_1.pst.52.xls,DD-EPM:U429,4,0,2,0
rick_buy_000_1_1_1_1.pst.170.xls,Cost Cancel Details:C18,335,4,335,4
kevin_presto_000_1_1.pst.16.xls,MAIN:U19,175,2,175,2
vkaminski_000_1_1_1.pst.177.xls,ALUMINUM_H:B3992,7,0,5,0
tracy_geaccone_000_1_1.pst.237.xls,Trackers:D61,958,8,947,9
chris_germany_000_1_2.pst.1136.xls,03-31-00Apr:BT499,0,0,0,0
jonathan_mckay_000_1_1.pst.122.xls,Rate 11 Balancing:B42,1176,10,1137,10
darrell_schoolcraft_000_1_1_1.pst.428.xls,USGT 500616:G12,41,1,41,1
stacey_white_000_1_1.pst.296.xls,BRA Power:A6,28,1,27,1
vkaminski_000_1_1_1.pst.307.xls,Expiration Dates:F9,5,0,3,0
stacey_white_000_1_1.pst.1.xls,BRA Power:A6,28,0,27,0
jim_schwieger_000_1_1.pst.106.xls,NYMEX-PR:A1536,5,0,5,0
benjamin_rogers_000_1_1.pst.116.xls,Stratus Report:A15,109,1,109,1
don_baughman_000_1_1.pst.127.xls,Sheet1:C47,37,0,21,0
kevin_ruscitti_000_1_1.pst.4.xls,Swap:A8,29,0,29,0
jane_tholt_000_1_1.pst.198.xls,Summary:B185,40,1,40,1
andy_zipper_000_1_1.pst.67.xls,DD-ENA:F500,4,0,4,0
joe_parks_000_1_1.pst.211.xls,Jan 01 trial:AW14,13,1,13,1
